id,title,description,credits,prerequisites,level,difficulty_rating,career_relevance,topics,semester_offered,professor,department
ARCH316,Structural Computer Applications BIM,Explores BIM technology with emphasis on structural applications and structural computer applications using different programs.,3,ARCH304,Junior,4.0,"BIM Technology, Structural Engineering","Building Information Modeling, Structural Software, Integrated Design",Fall/Spring,TBD,Architecture
ARCH317,Advanced Architectural Graphics,Advanced techniques for architectural expression in traditional media with focus on drawing methods and projection techniques.,3,ARCH296 or ARCH264,Junior,3.5,"Architectural Drawing, Visual Communication","Advanced Drawing, Traditional Media, Architectural Representation",Fall/Spring,TBD,Architecture
ARCH324,Landscape and Urbanism,About Urbanism Landscape Architecture and their intersection with focus on landscape design and urban environment.,3,,Junior,3.0,"Landscape Architecture, Urban Design","Urban Planning, Landscape Design, Environmental Design",Fall/Spring,TBD,Architecture
ARCH331,Formal Principles of Landscape Design Traditions Across the Globe,Overview of opportunities and constraints of landscape designs with emphasis on earth water and plants in architecture.,3,ARCH211 or ARCH381 and ARCH382,Junior,3.0,"Landscape Architecture, Global Design","Landscape Principles, Cultural Landscape, Ecological Design",Fall/Spring,TBD,Architecture
ARCH335,Digital Tectonics,Uses 3D modeling tools to investigate relationship of digital models to physical construction and digital influence on architecture.,3,,Junior,4.0,"Digital Design, Construction Technology","Digital Tectonics, Computational Design, Digital Fabrication",Fall/Spring,TBD,Architecture
ARCH337,Building Information Modeling,Explores technical and philosophical approaches to computer use in architectural analysis design development information management document delivery.,3,ARCH156 or AD112,Junior,4.0,"BIM Technology, Digital Design","Building Information Modeling, CAD, Digital Documentation",Fall/Spring,TBD,Architecture
ARCH361,Adaptive Paradigms in Architecture,Focus on theories behind kinetic responsive and adaptive architecture examining latest research in biology material science embedded systems.,3,ARCH224,Junior,4.5,"Adaptive Architecture, Technology","Responsive Architecture, Smart Materials, Bioengineering, Innovation",Fall/Spring,TBD,Architecture
ARCH363,Architecture Studio III,Continuation of studio sequence exploring nature of technology environment and social order as they relate to studio work.,5,"ARCH264, ARCH251, ARCH252, ARCH223, ARCH227, ARCH229",Junior,4.5,"Advanced Design, Technology Integration","Comprehensive Design, Environmental Systems, Social Design",Fall,TBD,Architecture
ARCH364,Architecture Studio IV,Continuation of ARCH363 with in-depth exploration of technology environment and social order in design.,5,ARCH363,Junior,4.5,"Advanced Design, Comprehensive Studies","Advanced Studio, Technical Integration, Social Responsibility",Spring,TBD,Architecture
ARCH395,Architecture Studio V,Continuation of studio sequence with advanced design challenges and technical integration.,4,"ARCH224, ARCH296 or ARCH264, ARCH211 or ARCH381 and ARCH382",Junior,4.0,"Advanced Design, Professional Practice","Advanced Studio, Design Development, Professional Skills",Fall,TBD,Architecture
ARCH396,Architecture Studio VI,Continuation of ARCH395 with continued advanced design exploration.,4,ARCH395 or ARCH363,Junior,4.0,"Advanced Design, Design Research","Advanced Studio, Independent Research, Design Innovation",Spring,TBD,Architecture
ARCH408,Investigations in the Contemporary Landscape,Introduction to design construction and management of contemporary landscape projects through case studies and field trips.,3,ARCH211 or ARCH381 and ARCH382,Senior,3.5,"Landscape Architecture, Contemporary Practice","Landscape Design, Case Studies, Professional Practice",Fall/Spring,TBD,Architecture
ARCH423,Advanced Construction,Relationship of contemporary architecture and current developments in building industry and tectonic systems.,3,ARCH224,Senior,4.0,"Advanced Construction, Building Technology","Contemporary Construction, Manufacturing Processes, Building Innovation",Fall/Spring,TBD,Architecture
ARCH429,Advanced Structures,Advanced topics in structural analysis design of reinforced concrete structures design of steel connections masonry structures.,3,ARCH304,Senior,4.5,Advanced Structural Engineering,"Concrete Design, Steel Design, Advanced Analysis, Foundation Systems",Fall/Spring,TBD,Architecture
ARCH461,Resilient Structural Design and Construction,Structural building design and construction for various hazards such as earthquakes high winds/hurricanes and floods.,3,ARCH304,Senior,4.0,"Resilient Design, Disaster Mitigation","Earthquake Design, Hurricane Design, Safety Assessment, Hazard Mitigation",Fall/Spring,TBD,Architecture
ARCH463,Options Studio I,Studio methodology allowing students to select from various building programs dealing with technology environment and social order.,5,"ARCH396 or ARCH364, ARCH304 or ARCH329, ARCH314 or ARCH327, ARCH324",Senior,4.5,"Advanced Studio, Specialization","Independent Study, Advanced Design, Professional Specialization",Fall,TBD,Architecture
ARCH472,Professional Practice I,Essentials for programming building and understanding full scope of project development including stakeholder roles.,3,Senior standing,Senior,3.0,"Professional Practice, Project Management","Programming, Project Development, Professional Skills",Fall,TBD,Architecture
ARCH475,Professional Practice II,Examination of structure and practices of architecture profession including relationships between architects clients government officials consultants.,3,Senior standing,Senior,3.0,"Professional Practice, Business","Office Management, Professional Relationships, Practice Management",Spring,TBD,Architecture
ARCH495,Advanced Architecture Studio I,Architectural Studios introducing design methods and processes that synthesis range of design determinants while integrating technical requirements.,5,"ARCH396 or ARCH364, ARCH304 or ARCH329, ARCH314 or ARCH327, ARCH324",Senior,4.5,"Comprehensive Design, Professional Practice","Synthesis Design, Technical Integration, Professional Standards",Fall,TBD,Architecture
ARCH531,History of Modern Architecture,Major tendencies of architectural practice and theory in 20th century with formal and cultural evolution of modernism.,3,ARCH211,Graduate,3.5,"Modern Architecture, Architecture History","Modernism, 20th Century Architecture, Theory",Fall/Spring,TBD,Architecture
ARCH538,Sustainable Architecture,Accepting responsibility for consequences of design decisions upon human well-being and long-term viability of natural systems.,3,ARCH314 or INT222,Graduate,4.0,"Sustainable Design, Environmental Architecture","Green Building, Lifecycle Assessment, Sustainable Materials",Fall/Spring,TBD,Architecture
ARCH571,Sustainable City,Sustainability issues (economic social environmental) at urban scale with overview of existing frameworks and goals.,3,ARCH110,Graduate,4.0,"Urban Sustainability, City Planning","Sustainable Urbanism, Environmental Planning, Urban Policy",Fall/Spring,TBD,Architecture
DD275,Foundations of Game Design,Guided exploration through world of games analyzing various aspects from traditional to electronically-mediated games.,3,"AD111, AD112, AD162",Sophomore,3.0,"Game Design, Interactive Media","Game Theory, Virtual Environments, Interactive Design",Fall/Spring,TBD,Architecture
DD320,Robotics for Architects and Designers,Explore and produce interactive and kinetic products or building prototypes using microcontrollers sensors and actuators.,3,"AD112, AD150 or ARCH295",Junior,4.0,"Robotics, Interactive Design","Arduino, Sensors, Adaptive Systems, Digital Fabrication",Fall/Spring,TBD,Architecture
ID203,Past Present and Future of Design,Intensive survey course marking pivotal design paradigm shifts from ancient cultures through industrial revolution to future.,3,Sophomore level,Sophomore,2.5,"Design History, Design Theory","Design Evolution, Cultural Design, Historical Analysis",Fall/Spring,TBD,Architecture
ID340,Materials and Processes,Introduction to basic materials and processes used in manufacturing of both short run and mass-produced objects.,3,AD201 or ARCH295,Junior,3.5,"Manufacturing, Materials Science","Materials Engineering, Production Methods, Design for Manufacturing",Fall/Spring,TBD,Architecture
INT350,History of Furniture,Survey course studying history and characteristics of furniture design from antiquity to present day.,3,AD161 and AD162 or ARCH295,Junior,2.5,"Furniture Design, Design History","Furniture History, Ergonomics, Design Analysis",Fall/Spring,TBD,Architecture
INT351,Furniture Design,Introduction to concepts materials and construction technologies involved in design and fabrication of furniture.,3,INT264 or ID264 or DD264 or ARCH296,Junior,3.5,"Furniture Design, Product Design","Furniture Construction, Ergonomics, Design Process",Fall/Spring,TBD,Architecture
