id,title,description,credits,prerequisites,level,difficulty_rating,career_relevance,topics,semester_offered,professor,department
CE455,Civil Engineering Data Management Analysis and Visualization,Hands-on knowledge of data analysis management and visualization for civil infrastructure and built environment data.,3,"CS101 and MATH211 and MATH279 or MATH333",Senior,4.5,"Data Analysis, Data Visualization","Data Analysis, Data Visualization, Civil Infrastructure, Programming Applications",Fall/Spring,TBD,Civil Engineering
CE461,Professional Practice in CEE,Understanding of professional engineering licensure process and professional practice including ethics and business practices.,3,None,Senior,3.5,"Professional Practice, Engineering Ethics","Professional Practice, Engineering Ethics, Professional Licensure, Business Practices",Fall/Spring,TBD,Civil Engineering
CE463,Energy Geotechnics and Sustainability,Application of geotechnical and energy engineering principles in thermo-hydro-chemo-mechanical processes for energy resources.,3,"CE341 or CE342 or CE360",Senior,4.5,"Energy Geotechnics, Sustainability","Energy Geotechnics, Sustainability, Energy Resources, Climate Change Mitigation",Fall/Spring,TBD,Civil Engineering
CE465,Green and Sustainable Civil Engineering,Incorporation of renewable energy and sustainable development concepts in civil engineering projects with life cycle planning.,3,"CE210 and junior standing",Senior,4.0,"Sustainable Engineering, Green Engineering","Sustainable Engineering, Green Engineering, Renewable Energy, Life Cycle Planning",Fall/Spring,TBD,Civil Engineering
CE485,Special Topics in Civil Engineering,Study of new and advanced topics in civil engineering not regularly covered in other CE courses with rotating focus areas.,3,None,Senior,4.0,"Special Topics, Advanced Civil Engineering","Special Topics, Advanced Civil Engineering, Contemporary Issues, Specialized Studies",Fall/Spring,TBD,Civil Engineering
CE490,Civil Engineering Projects,Individual project work including planning research engineering reports and designs under faculty advisor guidance.,3,"Senior standing and departmental approval",Senior,4.0,"Individual Projects, Research Projects","Individual Projects, Research Projects, Engineering Design, Technical Reports",Fall/Spring,TBD,Civil Engineering
CE491,Research Experience in Civil Engineering,Research project work under individual faculty advisor guidance with written report requirement for course completion.,3,"Junior standing and faculty advisor agreement",Senior,4.5,"Research Experience, Civil Engineering Research","Research Experience, Civil Engineering Research, Research Projects, Technical Writing",Fall/Spring,TBD,Civil Engineering
CE494,Civil Engineering Design I,Simulation of initial design phases for civil engineering project including sketch plats preliminary design and environmental assessment.,3,"CE210 and CE260 and CE320 and CE321 and CE350 and CE341 and CE341A and senior standing",Senior,4.5,"Civil Engineering Design, Preliminary Design","Civil Engineering Design, Preliminary Design, Environmental Assessment, Project Planning",Fall/Spring,TBD,Civil Engineering
CE495,Civil Engineering Design II,Advanced design experience incorporating engineering standards and multiple constraints in civil and environmental engineering practice.,3,"CE333 and CE432 and CE443, CE494 pre/corequisite",Senior,4.5,"Advanced Design, Engineering Practice","Advanced Design, Engineering Practice, Engineering Standards, Multiple Constraints",Fall/Spring,TBD,Civil Engineering
CENEXT,Civil Engineering Next Generation Professional Practice Seminar,Non-credit elective introducing soft skills for success in civil and environmental engineering including communication and business etiquette.,0,"Civil Engineering junior and senior standing",Junior,2.5,"Professional Skills, Soft Skills Development","Professional Skills, Soft Skills Development, Communication, Business Etiquette",Fall/Spring,TBD,Civil Engineering
CET233,Structural Analysis in Construction,Design and construction of structural steel and reinforced concrete including beams slabs columns and connections for construction engineering technology students.,3,"MET237",Sophomore,4.0,"Structural Analysis, Construction Engineering","Structural Analysis, Construction Engineering, Steel Design, Concrete Design",Fall/Spring,TBD,Construction Engineering Technology
CET313,Principles of Heavy Highway Construction,Introduction to heavy construction practices including equipment site preparation earthmoving and case studies in heavy construction.,3,None,Junior,3.5,"Heavy Construction, Highway Construction","Heavy Construction, Highway Construction, Construction Equipment, Site Preparation",Fall/Spring,TBD,Construction Engineering Technology
CET314,Principles of Building Construction,Introduction to building construction practices and materials with emphasis on structural systems and finishing operations.,3,None,Junior,3.5,"Building Construction, Construction Materials","Building Construction, Construction Materials, Structural Systems, Finishing Operations",Fall/Spring,TBD,Construction Engineering Technology
CET317,Construction Computing,Application of software to construction-related computing problems including structural analysis scheduling and computerized drafting.,3,"MET105",Junior,4.0,"Construction Computing, Software Applications","Construction Computing, Software Applications, CAD, Construction Software",Fall/Spring,TBD,Construction Engineering Technology
CET322,Construction Codes and Regulations,Introduction to construction codes including New Jersey Uniform Construction Code BOCA National Building Code and DOT specifications.,3,None,Junior,3.5,"Construction Codes, Building Regulations","Construction Codes, Building Regulations, Code Analysis, Construction Standards",Fall/Spring,TBD,Construction Engineering Technology
CET331,Structural Systems,Study of types and behavior of modern structures using analytical and intuitive techniques including beam column and slab systems.,3,"CET233 and MATH238",Junior,4.0,"Structural Systems, Modern Structures","Structural Systems, Modern Structures, Structural Analysis, Wind and Seismic Analysis",Fall/Spring,TBD,Construction Engineering Technology
CET340,Land Development,Understanding land development process through study of land use law regulations environmental issues and administrative procedures.,3,"CET313 and surveying courses",Junior,4.0,"Land Development, Land Use Planning","Land Development, Land Use Planning, Environmental Regulations, Administrative Law",Fall/Spring,TBD,Construction Engineering Technology
CET341,Soils and Earthwork,Investigation of soil mechanics problems and soil-supported foundations for engineering structures with appropriate field trips.,3,"MET237",Junior,4.0,"Soil Mechanics, Foundation Engineering","Soil Mechanics, Foundation Engineering, Soil Properties, Field Investigations",Fall/Spring,TBD,Construction Engineering Technology
CET350,Safety and Health Regulations for Construction,Completion of OSHA modules for Safety and Health Regulations for Construction leading to OSHA 30 CFR 1926 certification.,2,"Junior or senior standing",Junior,3.5,"Construction Safety, OSHA Certification","Construction Safety, OSHA Certification, Safety Regulations, Health Standards",Fall/Spring,TBD,Construction Engineering Technology
CET411,Cost Estimating,Take off of quantities pricing for labor materials and equipment with computerized cost estimating methods for construction projects.,3,"CET313 and CET314 and CET317",Senior,4.0,"Cost Estimating, Construction Economics","Cost Estimating, Construction Economics, Quantity Take Off, Bid Preparation",Fall/Spring,TBD,Construction Engineering Technology
CET413,Environmental Science,Introduction to construction-related environmental science topics including environmental chemistry geology and air quality analysis.,3,"CET313 and CET314 or SET440",Senior,4.0,"Environmental Science, Construction Environment","Environmental Science, Construction Environment, Environmental Chemistry, Air Quality",Fall/Spring,TBD,Construction Engineering Technology
CET415,Construction Project Management,Introduction to construction management and administration methods including project organization planning and financial management.,3,"Senior standing in construction engineering technology",Senior,4.0,"Construction Management, Project Management","Construction Management, Project Management, Contract Administration, Financial Management",Fall/Spring,TBD,Construction Engineering Technology
CET416,Senior Construction Project,Simulation of methods and procedures for successfully managing construction projects with constructability analysis and value engineering.,3,"CET415 and second semester senior standing",Senior,4.5,"Senior Project, Construction Management","Senior Project, Construction Management, Constructability Analysis, Value Engineering",Fall/Spring,TBD,Construction Engineering Technology
CET421,Construction Contracts,Legal aspects of various types of construction contracts and specifications including scope format and use of contracts.,3,None,Senior,3.5,"Construction Contracts, Legal Aspects","Construction Contracts, Legal Aspects, Contract Law, Specifications",Fall/Spring,TBD,Construction Engineering Technology
CET423,Construction Safety,Addressing safety issues encountered in construction as mandated by OSHA and other similar regulations with practical applications.,3,None,Senior,4.0,"Construction Safety, OSHA Compliance","Construction Safety, OSHA Compliance, Safety Regulations, Practical Applications",Fall/Spring,TBD,Construction Engineering Technology
CET431,Construction Testing,Exposure to construction-related field tests and equipment including concrete soil asphalt and quality control methods.,3,"MET237",Senior,4.0,"Construction Testing, Quality Control","Construction Testing, Quality Control, Field Testing, Material Testing",Fall/Spring,TBD,Construction Engineering Technology
CET435,Design of Temporary Structures,Analysis and design of temporary structures required in construction including formwork shoring and scaffolding systems.,3,"CET331",Senior,4.5,"Temporary Structures, Construction Design","Temporary Structures, Construction Design, Formwork Design, Safety Considerations",Fall/Spring,TBD,Construction Engineering Technology
CET460,Forensics in Construction,Study of construction failures in various forms providing instructive analysis of construction problems and solutions.,3,"Senior standing in construction engineering technology",Senior,4.0,"Construction Forensics, Failure Analysis","Construction Forensics, Failure Analysis, Construction Problems, Failure Investigation",Fall/Spring,TBD,Construction Engineering Technology
CET490,Special Project,Individual project work on construction-related topics including planning research engineering reports and field investigation.,3,"Senior standing in construction engineering technology",Senior,4.0,"Special Projects, Individual Research","Special Projects, Individual Research, Construction Research, Field Investigation",Fall/Spring,TBD,Construction Engineering Technology
CET491,Special Projects,Individual project work on design or construction-related topics with written submittal requirements.,1,"Senior standing in construction engineering technology",Senior,3.5,"Special Projects, Individual Work","Special Projects, Individual Work, Design Projects, Construction Research",Fall/Spring,TBD,Construction Engineering Technology
CET492,Special Projects,Selected project work on design or construction-related topics with written submittal and field investigation options.,2,"Senior standing in construction engineering technology",Senior,3.5,"Special Projects, Advanced Work","Special Projects, Advanced Work, Design Projects, Field Investigation",Fall/Spring,TBD,Construction Engineering Technology
