id,title,description,credits,prerequisites,level,difficulty_rating,career_relevance,topics,semester_offered,professor,department
AS443,National Security Affairs/Prep Act,Designed for college seniors to understand their role as military officers in American society covering complex social and political issues facing military profession.,3,"AS334 or Professor Approval",Senior,3.5,"National Security, Military Leadership","National Security, Military Affairs, Social Issues, Political Issues",Fall,TBD,Aerospace Studies
AS444,Preparation for Active Duty,Designed for college seniors continuing foundation to understand role as military officers in American society covering complex social and political issues.,3,"AS443 or Professor Approval",Senior,3.5,"Military Leadership, National Security","Active Duty Preparation, Military Leadership, Social Issues, Contemporary Affairs",Spring,TBD,Aerospace Studies
BIOL115,Evolution and Biology of Sex,Examines biological basis of sex determination and gendered behavior in animals including humans discussing evolution of sex and mating systems.,3,None,Freshman,3.0,"Biology, Evolution, Animal Behavior","Sex Determination, Evolution, Animal Behavior, Mating Systems, Gender Biology",Fall/Spring,TBD,Biology
BIOL150,Living in a Variable Universe,Laboratory course using real-world case studies to explore origin structure perception and regulation of variability in natural world.,4,None,Freshman,3.0,"Environmental Science, Natural Sciences","Variability, Natural Sciences, Environmental Regulation, Scientific Method",Fall/Spring,TBD,Biology
BIOL200,Concepts in Biology,Introduction to biology study highlighting central ideas in biological sciences with emphasis on scientific discovery and investigation.,4,"MATH107/MATH108/MATH110/MATH111/MATH138",Sophomore,3.0,"Biology, Life Sciences","Biology Fundamentals, Scientific Method, Biological Sciences, Research Methods",Fall/Spring,TBD,Biology
BIOL201,Foundations of Biology Cell & Molecular,In-depth examination of cell structure and function methods thermodynamics metabolism membrane biology and nucleic acid structure.,3,"BIOL200/R120 200, CHEM121/CHEM125",Sophomore,4.0,"Cell Biology, Molecular Biology","Cell Biology, Molecular Biology, Thermodynamics, Metabolism, Genetics",Fall/Spring,TBD,Biology
BIOL202,Foundations of Biology Cell & Molecular Lab,Laboratory complement to BIOL201 providing hands-on experience with cellular and molecular biology concepts.,1,"BIOL200/R120 200, CHEM121/CHEM125",Sophomore,3.5,"Laboratory Skills, Cell Biology","Cell Biology Lab, Molecular Biology Lab, Laboratory Techniques, Experimental Methods",Fall/Spring,TBD,Biology
BIOL205,Foundations of Biology Ecology and Evolution Lecture,Introductory course considering population level biological organization including Mendelian genetics evolution and ecology.,3,"BIOL200 with C or better",Sophomore,3.5,"Ecology, Evolution, Population Biology","Population Biology, Evolution, Ecology, Genetics, Population Dynamics",Fall/Spring,TBD,Biology
BIOL206,Foundations of Biology Ecology and Evolution Lab,Laboratory reinforcing BIOL205 topics with hands-on activities and current research methods in ecology and evolution.,1,"BIOL200 with C or better",Sophomore,3.0,"Ecology Lab, Evolution Research","Ecology Laboratory, Evolution Lab, Field Methods, Research Techniques",Fall/Spring,TBD,Biology
BIOL222,Evolution,Comprehensive introduction to evolutionary biology including development of theory history of life and genetic basis of variation.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Junior,4.0,"Evolution, Biology Research","Evolutionary Biology, Natural Selection, Genetic Variation, Speciation, Evolution Theory",Fall/Spring,TBD,Biology
BIOL250,Biology of Neotropical Habitats Ecuador and Galapagos Islands,Introduction to tropical biology and evolution in Ecuador's diverse habitats including cultural and sustainability aspects.,3,None,Sophomore,3.5,"Tropical Biology, Conservation","Tropical Biology, Evolution, Conservation, Ecuador, Galapagos, Biodiversity",Spring,TBD,Biology
BIOL280,Ecology,Overview of ecology understanding interactions among species and abiotic environment including global change impacts.,3,"BIOL205 and BIOL201",Junior,3.5,"Ecology, Environmental Science","Ecology, Population Ecology, Community Ecology, Ecosystems, Global Change",Fall/Spring,TBD,Biology
BIOL310,Work Experience I,Students gain major-related work experience and academic program reinforcement through co-op office facilitated assignments.,3,"Departmental approval and Co-op Office permission",Junior,2.5,"Work Experience, Professional Development","Work Experience, Professional Development, Career Skills, Industry Experience",Fall/Spring,TBD,Biology
BIOL315,Principles of Neurobiology,Review of neuroscience concepts including cellular physiology molecular biology and developmental biology of nerve cells.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Junior,4.0,"Neuroscience, Neurobiology","Neuroscience, Cellular Physiology, Developmental Biology, Neural Networks, Behavior",Fall/Spring,TBD,Biology
BIOL320,Discovering Biological Research,Develops competency in analyzing primary sources synthesis of information and scientific communication skills in biological research.,3,"ENGL102, BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Junior,3.5,"Research Skills, Scientific Communication","Research Methods, Scientific Literature, Communication Skills, Scientific Writing",Fall/Spring,TBD,Biology
BIOL328,Ornithology - The Life of Birds,Study of birds and bird biology including observation identification evolutionary origins behavior and conservation.,3,"BIOL205, BIOL201",Junior,3.5,"Ornithology, Bird Biology, Conservation","Bird Biology, Ornithology, Animal Behavior, Conservation, Field Studies",Fall/Spring,TBD,Biology
BIOL335,General Microbiology,Comprehensive overview of microbial world with focus on human health disease genetics physiology and biotechnology applications.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 and CHEM126",Junior,4.0,"Microbiology, Public Health","Microbiology, Pathology, Public Health, Biotechnology, Disease, Genetics",Fall/Spring,TBD,Biology
BIOL336,Food for a Hot Planet,Intersections between climate change and food systems examining effects on ecosystems and future food production.,3,"Sophomore standing",Sophomore,3.0,"Climate Change, Food Systems","Climate Change, Food Systems, Agriculture, Sustainability, Environmental Impact",Fall/Spring,TBD,Biology
BIOL337,Collective Intelligence in Biological Systems,Overview of fundamental principles underlying organization of animal and human societies including behavioral processes.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Junior,4.0,"Animal Behavior, Social Biology","Animal Behavior, Social Biology, Collective Behavior, Group Dynamics",Fall/Spring,TBD,Biology
BIOL338,Ecology of the Dining Hall,Examination of dining hall as ecosystem framework for learning applied ecological concepts including food webs.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Junior,3.0,"Applied Ecology, Food Systems","Applied Ecology, Food Systems, Nutrient Cycling, Microbial Ecology, Agroecology",Fall/Spring,TBD,Biology
BIOL340,Mammalian Physiology,Review of general principles of human body function as mammal with emphasis on regulation of major body systems.,4,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Junior,4.0,"Physiology, Human Biology","Human Physiology, Mammalian Biology, Body Systems, Physiological Regulation",Fall/Spring,TBD,Biology
BIOL340A,Mammalian Physiology Lab,Uses simulations and practical experiments to demonstrate general principles of human body function as mammal.,1,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Junior,3.5,"Physiology Lab, Human Biology","Human Physiology Lab, Laboratory Techniques, Body Systems, Experimental Physiology",Fall/Spring,TBD,Biology
BIOL342,Developmental Biology Embryology,Descriptive and experimental approaches to molecular cellular and organismal changes during embryonic development.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Junior,4.5,"Developmental Biology, Embryology","Developmental Biology, Embryology, Cell Differentiation, Morphogenesis, Pattern Formation",Fall/Spring,TBD,Biology
BIOL347,Lab Approaches in Neuroscience,Neurophysiological experiments including equipment assembly tissue preparation stimulus presentation and data analysis.,4,BIOL315,Senior,4.5,"Neuroscience Research, Laboratory Skills","Neuroscience Laboratory, Neurophysiology, Experimental Methods, Data Analysis",Fall/Spring,TBD,Biology
BIOL350,Immunology,Understanding of immune system in humans and mammals including translation to medicine research and public health policy.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Junior,4.0,"Immunology, Public Health","Immunology, Immune System, Public Health, Medicine, Cell Biology",Fall/Spring,TBD,Biology
BIOL352,Genetics,Advanced study of genetics building on foundational knowledge of molecular and cellular biology.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Junior,4.0,"Genetics, Molecular Biology","Genetics, Molecular Biology, Heredity, Gene Expression, Genetic Analysis",Fall/Spring,TBD,Biology
BIOL355,Cell Biology,Study of eukaryotic cell structure and function including cytoskeletal function membrane properties and cell communication.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 and CHEM126",Junior,4.5,"Cell Biology, Molecular Biology","Cell Biology, Cell Structure, Cell Function, Membrane Biology, Cell Signaling",Fall/Spring,TBD,Biology
BIOL356,Molecular Biology,Gene expression and regulation in eukaryotic cells including chromosome structure transcription translation and genomics.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 and CHEM126",Junior,4.5,"Molecular Biology, Genetics","Molecular Biology, Gene Expression, Genomics, Transcription, Translation",Fall/Spring,TBD,Biology
BIOL375,Conservation Biology,Comprehensive introduction to conservation biology including philosophical and economic concerns for species preservation.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Junior,3.5,"Conservation Biology, Environmental Science","Conservation Biology, Environmental Conservation, Biodiversity, Ecosystem Management",Fall/Spring,TBD,Biology
BIOL376,Biological Applications of Geographic Information Systems,Introduction to GIS concepts and methods for managing and processing geographic information in biological applications.,3,"BIOL205, BIOL201",Junior,4.0,"GIS, Spatial Analysis","Geographic Information Systems, Spatial Analysis, Ecological Modeling, Data Management",Fall/Spring,TBD,Biology
BIOL382,Animal Behavior,Broad field of animal behavior including historical underpinnings contemporary theories and behavioral ecology.,3,"BIOL205 and BIOL206 and BIOL201 and BIOL202",Junior,3.5,"Animal Behavior, Behavioral Ecology","Animal Behavior, Behavioral Ecology, Evolution, Ethology, Behavioral Research",Fall/Spring,TBD,Biology
BIOL383,Neural Basis of Behavior,Neural mechanisms underlying animal behavior for upper-level students with foundation in biology.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Junior,4.5,"Neuroscience, Animal Behavior","Neuroscience, Animal Behavior, Neural Mechanisms, Behavioral Neuroscience",Fall/Spring,TBD,Biology
BIOL400,Biology in Science Fiction,Critical and creative thinking about biological sciences using science fiction media to explore biology.,3,"BIOL340 and BIOL352/BIOL355/BIOL356",Senior,3.0,"Science Communication, Biology","Science Fiction, Biology, Scientific Writing, Creative Science Communication",Fall/Spring,TBD,Biology
BIOL410,Work Experience II,Students gain advanced major-related work experience and academic program reinforcement through continued co-op assignments.,3,"BIOL310, Departmental approval and Co-op Office permission",Senior,3.0,"Advanced Work Experience, Professional Development","Advanced Work Experience, Professional Development, Career Skills, Industry Experience",Fall/Spring,TBD,Biology
BIOL421,Comparative Vertebrate Anatomy,Morphological evolution of vertebrates within context of functional interrelationships and environmental adaptations.,4,"BIOL201 and BIOL202 and BIOL205 and BIOL206 and PHYS102/PHYS111 with C or better",Senior,4.5,"Comparative Anatomy, Evolution","Comparative Anatomy, Vertebrate Evolution, Morphology, Functional Anatomy",Fall/Spring,TBD,Biology
BIOL423,Physiological Mechanisms,Clinical case studies to reinforce physiologic knowledge and provide basis for biomedical and health-related studies.,3,"BIOL340 with C or better",Senior,4.0,"Physiology, Medicine","Physiology, Clinical Applications, Pathophysiology, Biomedical Sciences",Fall/Spring,TBD,Biology
BIOL424,Comparative Physiology,Comparative approach to animal physiology examining major physiological systems with emphasis on vertebrates.,3,"BIOL340 with C or better",Senior,4.0,"Comparative Physiology, Animal Biology","Comparative Physiology, Animal Physiology, Physiological Systems, Adaptation",Fall/Spring,TBD,Biology
BIOL432,Introduction to Computational Neuroscience,Modeling computational and analysis techniques for single neurons and small neuronal networks.,3,"MATH222, BIOL315, BNFO135/CS101/CS100/CS115 with C or better",Senior,4.5,"Computational Neuroscience, Modeling","Computational Neuroscience, Mathematical Modeling, Neural Networks, Data Analysis",Fall/Spring,TBD,Biology
BIOL436,Advanced Neuroscience Modeling,Modeling and computational analysis of biological neuronal networks with focus on systems neuroscience.,3,"BIOL432/MATH430 or instructor permission",Senior,4.5,"Advanced Neuroscience, Computational Biology","Advanced Neuroscience, Neural Modeling, Systems Neuroscience, Computational Biology",Fall/Spring,TBD,Biology
BIOL440,Cell Biology of Disease Cells Gone Bad,Review of normal physiology and extensive exploration of human diseases at cellular level.,3,"BIOL340 and BIOL355/BIOL356 with C or better",Senior,4.0,"Cell Biology, Pathology","Cell Biology, Disease, Pathology, Human Health, Medical Research",Fall/Spring,TBD,Biology
BIOL441,Neurophysiology,Physiology of neurons including excitability impulse conduction synaptic communication and neural plasticity.,3,BIOL315,Senior,4.5,"Neurophysiology, Neuroscience","Neurophysiology, Neural Signaling, Synaptic Transmission, Neural Plasticity",Fall/Spring,TBD,Biology
BIOL443,Biology of Addiction,Exploration of Substance Use Disorder from biological viewpoint including psychological and social aspects.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Senior,4.0,"Addiction Biology, Public Health","Addiction Biology, Neurobiology, Public Health, Substance Abuse, Pharmacology",Fall/Spring,TBD,Biology
BIOL445,Endocrinology,Endocrinology from anatomical and physiologic view including synthesis distribution and regulation of endocrine system.,3,"BIOL340 and BIOL355/BIOL356 with C or better",Senior,4.0,"Endocrinology, Physiology","Endocrinology, Hormone Biology, Physiological Regulation, Human Biology",Fall/Spring,TBD,Biology
BIOL447,Systems Neurobiology,Systems perspective on phenomena relating to neuronal network activity and behavior studying neuronal systems.,3,"BIOL315 with C or better",Senior,4.5,"Systems Neuroscience, Neurobiology","Systems Neuroscience, Neural Networks, Behavioral Neuroscience, Brain Function",Fall/Spring,TBD,Biology
BIOL448,Neuropathophysiology Nervous System Gone Bad,Normal nervous system physiology and extensive exploration of neuronal diseases and dysfunction.,3,"BIOL315/BIOL340/BIOL341/BIOL447 with C or better",Senior,4.5,"Neuropathology, Neuroscience","Neuropathology, Neuroscience, Neurological Disorders, Brain Dysfunction",Fall/Spring,TBD,Biology
BIOL451,Cell Physiology and Imaging,Cellular phenomena examination using physiological perspective and imaging techniques as understanding tools.,4,"PHYS111, PHYS121, R120 455",Senior,4.5,"Cell Physiology, Imaging","Cell Physiology, Microscopy, Imaging Techniques, Cellular Analysis",Fall/Spring,TBD,Biology
BIOL453,Applied Genetics & Genomics,Advanced course in modern genetics and genomics presenting current understanding and technological developments.,3,"BIOL352",Senior,4.5,"Genetics, Genomics","Advanced Genetics, Genomics, Genetic Technology, Applied Genetics",Fall/Spring,TBD,Biology
BIOL462,Comparative Biomechanics,Comprehensive look at mechanical aspects of life examining how forms and activities reflect materials and forces.,3,"R120 201, R120 202, BIOL205, BIOL206 with C or better",Senior,4.0,"Biomechanics, Physics of Life","Biomechanics, Mechanical Biology, Physics of Life, Structural Biology",Fall/Spring,TBD,Biology
BIOL468,Disease Ecology & Evolution,Ecology and evolutionary biology aspects relevant to understanding origin dynamics and treatment of diseases.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 and MATH111/MATH238 with C or better",Senior,4.5,"Disease Ecology, Evolution","Disease Ecology, Evolution, Epidemiology, Public Health, Mathematical Biology",Fall/Spring,TBD,Biology
BIOL470,Dynamic Principles in Systems Biology,Introduction to dynamic and computational modeling of biological systems including biochemical networks.,3,"MATH222, BNFO135/CS100/CS115 with C or better",Senior,4.5,"Systems Biology, Computational Biology","Systems Biology, Mathematical Modeling, Computational Biology, Network Analysis",Fall/Spring,TBD,Biology
BIOL475,Ecological Field Methods and Analysis,Field-oriented study of animal and plant communities using field laboratory and theory work.,3,"R120 280/R120 370 with C or better and instructor permission",Senior,4.0,"Field Ecology, Research Methods","Field Ecology, Ecological Methods, Field Research, Data Analysis",Fall/Spring,TBD,Biology
BIOL484,Evolution of Animal Behavior Laboratory,Lab course focusing on research in Animal Behavior including foraging predator avoidance and mate choice.,3,"BIOL201 and BIOL202 and BIOL205 and BIOL206 with C or better",Senior,4.0,"Animal Behavior Research, Laboratory Skills","Animal Behavior, Behavioral Research, Experimental Design, Laboratory Methods",Fall/Spring,TBD,Biology
BIOL491,Research and Independent Study,Research in Biology with student working under supervision of Biology faculty member requiring research paper and poster.,3,"Departmental approval",Senior,4.0,"Research Skills, Independent Study","Research Methods, Independent Study, Scientific Research, Biology Research",Fall/Spring,TBD,Biology
BIOL492,Research and Independent Study II,Advanced research in Biology with student working under supervision of Biology faculty member.,3,"Departmental approval",Senior,4.0,"Advanced Research, Independent Study","Advanced Research Methods, Independent Study, Scientific Research, Biology Research",Fall/Spring,TBD,Biology
BIOL495,Honors Seminar in Biology,Honors seminar allowing students to work closely with instructor bringing together interests and skills from previous courses.,3,"BIOL320 with C or better",Senior,4.0,"Honors Research, Advanced Biology","Honors Research, Advanced Biology, Independent Study, Research Presentation",Fall/Spring,TBD,Biology
BIOL498,Special Topics in Biology,Exploration of special topics in biology with permission by instructor for advanced biological studies.,3,"Instructor permission",Senior,3.5,"Special Topics, Advanced Biology","Special Topics Biology, Advanced Studies, Current Research, Specialized Biology",Fall/Spring,TBD,Biology
CHEM105,Applied Chemical Principles,Fundamentals and relation of chemistry to living in today's society with suitable laboratory experiments.,4,"High school algebra or equivalent",Freshman,2.5,"Chemistry, Applied Science","Applied Chemistry, Chemistry Fundamentals, Chemical Principles, Laboratory Techniques",Fall/Spring,TBD,Chemistry
CHEM108,College Chemistry I,First of two-semester sequence of college chemistry for high school students and distance learners.,3,"High school chemistry, algebra and trigonometry",Freshman,3.0,"Chemistry, Distance Learning","College Chemistry, Chemistry Foundations, Distance Learning, AP Preparation",Fall/Spring,TBD,Chemistry
CHEM109,College Chemistry II,Continuation of CHEM108 providing second semester of college chemistry sequence.,3,CHEM108,Freshman,3.0,"Chemistry, Distance Learning","College Chemistry, Chemistry Foundations, Distance Learning, AP Preparation",Fall/Spring,TBD,Chemistry
CHEM121,Fundamentals of Chemical Principles I,Introduces basic chemistry concepts including chemical reactions bonding electronic structure gases and thermochemistry.,3,None,Freshman,3.5,"Chemistry, Chemical Principles","Chemistry Fundamentals, Chemical Reactions, Molecular Structure, Thermochemistry",Fall/Spring,TBD,Chemistry
CHEM122,Fundamentals of Chemical Principles II,Continuation of CHEM121 covering equilibrium kinetics thermodynamics electrochemistry and nuclear chemistry.,3,"CHEM121 with C or better",Sophomore,4.0,"Chemistry, Chemical Principles","Chemical Equilibrium, Chemical Kinetics, Thermodynamics, Electrochemistry, Nuclear Chemistry",Fall/Spring,TBD,Chemistry
CHEM125,General Chemistry I,First semester introducing basic chemistry concepts including reactions bonding molecular structure and thermochemistry.,3,"MATH110 or higher",Freshman,3.5,"General Chemistry, Chemical Science","General Chemistry, Chemical Reactions, Molecular Structure, Bonding, Thermochemistry",Fall/Spring,TBD,Chemistry
CHEM125A,General Chemistry Lab I,Laboratory course providing practical experience with chemistry laboratory techniques and equipment.,1,"CHEM125 or CHEM121",Freshman,3.0,"Chemistry Laboratory, Laboratory Skills","Chemistry Laboratory, Laboratory Techniques, Experimental Chemistry, Lab Skills",Fall/Spring,TBD,Chemistry
CHEM126,General Chemistry II,Second semester covering equilibrium kinetics thermodynamics and electrochemistry in chemistry sequence.,3,"MATH110 and CHEM125/CHEM121 with C or better",Sophomore,4.0,"General Chemistry, Chemical Science","Chemical Equilibrium, Chemical Kinetics, Thermodynamics, Electrochemistry",Fall/Spring,TBD,Chemistry
CHEM126A,General Chemistry Lab II,Laboratory course providing practical experience and techniques in chemistry laboratory concurrent with CHEM126.,1,"CHEM125A with C or better, CHEM126/CHEM122",Sophomore,3.5,"Chemistry Laboratory, Laboratory Skills","Chemistry Laboratory, Laboratory Techniques, Experimental Chemistry, Lab Skills",Fall/Spring,TBD,Chemistry
CHEM210,Frontiers in Chemistry,Introduces CES students to different subdisciplines within chemistry department through faculty research presentations.,1,"CHEM125 or CHEM121, Sophomore standing",Sophomore,2.5,"Chemistry Research, Academic Development","Chemistry Research, Faculty Research, Undergraduate Research, Chemistry Subdisciplines",Fall/Spring,TBD,Chemistry
CHEM221,Analytical Chemical Methods,Laboratory introducing quantitative chemical analyses by gravimetry titration spectroscopy chromatography and potentiometry.,2,"CHEM222 corequisite",Junior,4.0,"Analytical Chemistry, Laboratory Skills","Analytical Chemistry, Quantitative Analysis, Laboratory Methods, Chemical Analysis",Fall/Spring,TBD,Chemistry
CHEM222,Analytical Chemistry,Lecture course introducing concepts of chemical analyses by various analytical techniques and methods.,3,"CHEM122/CHEM126 and lab courses with C or better",Junior,4.0,"Analytical Chemistry, Chemical Analysis","Analytical Chemistry, Chemical Analysis, Spectroscopy, Chromatography, Potentiometry",Fall/Spring,TBD,Chemistry
CHEM231,Physical Chemistry I,Properties of gases liquids solutions thermochemistry thermodynamics phase rule and phase equilibria.,3,"CHEM122/CHEM126, PHYS111, MATH211/MATH213/MATH309 with C or better",Junior,4.5,"Physical Chemistry, Thermodynamics","Physical Chemistry, Thermodynamics, Phase Equilibria, Gas Laws, Solution Chemistry",Fall/Spring,TBD,Chemistry
CHEM235,Physical Chemistry II,Continuation covering chemical equilibria ionic equilibria electrochemistry kinetic theory and transport phenomena.,3,"CHEM231 with C or better",Junior,4.5,"Physical Chemistry, Chemical Kinetics","Physical Chemistry, Chemical Equilibria, Electrochemistry, Chemical Kinetics, Transport Phenomena",Fall/Spring,TBD,Chemistry
CHEM235A,Physical Chemistry II Laboratory,Laboratory experiments applying and extending basic knowledge of physical chemistry from lecture courses.,2,"CHEM221, CHEM235 with C or better, MATH225",Junior,4.0,"Physical Chemistry Laboratory, Laboratory Skills","Physical Chemistry Laboratory, Experimental Physical Chemistry, Laboratory Techniques",Fall/Spring,TBD,Chemistry
CHEM236,Physical Chemistry for Chemical Engineers,Introduces chemical engineering students to order disorder chemical equilibrium and phase equilibrium concepts.,4,"CHEM122/CHEM126, CHEM125A, CHE230/CHE232 with C or better",Junior,4.5,"Physical Chemistry, Chemical Engineering","Physical Chemistry, Chemical Equilibrium, Phase Equilibrium, Chemical Engineering Applications",Fall/Spring,TBD,Chemistry
CHEM238,Analytical/Organic Chemistry Lab for Chemical Engineers,Laboratory experience in organic and analytical experiments reinforcing organic chemistry concepts for CHE students.,2,"CHEM124, CHEM245 with C or better",Junior,4.0,"Organic Chemistry Laboratory, Analytical Chemistry","Organic Chemistry Laboratory, Analytical Chemistry, Chemical Engineering Laboratory",Fall/Spring,TBD,Chemistry
CHEM243,Organic Chemistry I,Systematic study of organic chemistry theories principles covering bonding structure stereochemistry and functional groups.,3,"CHEM122 or CHEM126 with C or better",Sophomore,4.0,"Organic Chemistry, Molecular Structure","Organic Chemistry, Molecular Structure, Stereochemistry, Functional Groups, Spectroscopy",Fall/Spring,TBD,Chemistry
CHEM244,Organic Chemistry II,Second semester covering alcohols conjugated compounds aromatic compounds carbonyl derivatives and amines.,3,"CHEM243 with C or better",Junior,4.5,"Organic Chemistry, Advanced Organic","Organic Chemistry, Aromatic Compounds, Carbonyl Chemistry, Organic Synthesis",Fall/Spring,TBD,Chemistry
CHEM244A,Organic Chemistry I Laboratory,Synthesis purification and characterization of organic compounds using various laboratory techniques and instrumentation.,2,"CHEM125A/CHEM124 with C, CHEM245/CHEM243",Sophomore,4.0,"Organic Chemistry Laboratory, Laboratory Skills","Organic Chemistry Laboratory, Organic Synthesis, Chemical Characterization, Laboratory Techniques",Fall/Spring,TBD,Chemistry
CHEM245,Organic Chemistry for Chemical Engineers,One-semester course providing chemical engineering students basic understanding of organic compounds and reactions.,4,"CHEM126 or CHEM122 with C or better",Sophomore,4.0,"Organic Chemistry, Chemical Engineering","Organic Chemistry, Chemical Engineering Applications, Organic Compounds, Chemical Reactions",Fall/Spring,TBD,Chemistry
CHEM246A,Organic Chemistry Laboratory,Advanced organic laboratory covering multi-step synthesis organometallic reagents and green chemistry concepts.,4,"CHEM244A with C or better",Junior,4.5,"Advanced Organic Laboratory, Laboratory Skills","Advanced Organic Chemistry, Organic Synthesis, Green Chemistry, Laboratory Techniques",Fall/Spring,TBD,Chemistry
CHEM301,Chemical Technology,Principles of chemistry for engineering technology majors focusing on chemical energetics and chemistry of materials.,3,"High school algebra and trigonometry with C or better",Sophomore,3.0,"Chemical Technology, Applied Chemistry","Chemical Technology, Materials Chemistry, Chemical Energetics, Applied Chemistry",Fall/Spring,TBD,Chemistry
CHEM310,Co-op Work Experience I,Students gain major-related work experience and academic program reinforcement through cooperative education assignments.,3,"Sophomore year completion, department approval, co-op office permission",Junior,2.5,"Work Experience, Professional Development","Work Experience, Professional Development, Career Skills, Industry Experience",Fall/Spring,TBD,Chemistry
CHEM311,Co-op Work Experience II,Continuation of CHEM310 providing additional major-related work experience and professional development.,3,"CHEM310 with C or better",Junior,3.0,"Advanced Work Experience, Professional Development","Advanced Work Experience, Professional Development, Career Skills, Industry Experience",Fall/Spring,TBD,Chemistry
CHEM336,Quantum Chemistry,Introduction to quantum mechanics statistical mechanics spectroscopy and solid state chemistry.,3,"MATH222, CHEM126 with C or better",Senior,4.5,"Quantum Chemistry, Theoretical Chemistry","Quantum Mechanics, Statistical Mechanics, Spectroscopy, Solid State Chemistry",Fall/Spring,TBD,Chemistry
CHEM339,Physical Chemistry Laboratory,Application of physical chemistry principles through laboratory experiments and exposure to physical chemistry techniques.,2,"CHEM231/CHEM236 with C, MATH225/MATH279/MATH333/IE331",Junior,4.0,"Physical Chemistry Laboratory, Laboratory Skills","Physical Chemistry Laboratory, Experimental Physical Chemistry, Laboratory Techniques",Fall/Spring,TBD,Chemistry
