id,title,description,credits,prerequisites,level,difficulty_rating,career_relevance,topics,semester_offered,professor,department
MRKT378,Marketing Analytics,Technical challenges of contemporary marketing analytics for business processes and data-driven decision making using R programming for marketing problems,3,MRKT330 and MGMT216 and MGMT316,Undergraduate,High,High,"Marketing analytics, R programming, Data analysis, Business processes, Decision making",Fall/Spring,TBD,Marketing
MRKT420,Product & Brand Management,Theoretical and practical knowledge for successful product and brand management including brand building measurement and management techniques,3,MRKT330,Undergraduate,High,High,"Brand management, Product management, Brand building, Brand measurement, Marketing strategy",Fall/Spring,TBD,Marketing
MRKT430,Marketing Research,Detailed study of marketing research process from design through report preparation using primary and secondary data with multivariate statistical methods,3,MRKT330,Undergraduate,High,High,"Marketing research, Research design, Statistical methods, Data analysis, Research methodology",Fall/Spring,TBD,Marketing
MRKT432,Sales Management,Sales management activities for revenue generation including sales forecasting budgeting organization recruitment training and performance evaluation,3,MRKT339,Undergraduate,High,High,"Sales management, Sales forecasting, Sales organization, Sales training, Performance evaluation",Fall/Spring,TBD,Marketing
MRKT433,Marketing Channel Management,Managerial framework for marketing channels including distribution channel decision-making channel design management and performance evaluation of intermediaries,3,MRKT330,Undergraduate,Medium,High,"Channel management, Distribution strategy, Channel design, Marketing intermediaries, Supply chain",Fall/Spring,TBD,Marketing
MRKT434,Business to Business Marketing,Industrial or B2B markets characteristics including buyer behavior demand patterns and processes that differ from consumer markets,3,MRKT330,Undergraduate,Medium,High,"B2B marketing, Industrial marketing, Business markets, B2B buyer behavior, Business sales",Fall/Spring,TBD,Marketing
MRKT435,International Marketing,Understanding how marketing mix elements are influenced by international forces including global market segmentation and foreign market entry strategies,3,MRKT330,Undergraduate,High,High,"International marketing, Global markets, Cross-cultural marketing, Market entry strategies, Global strategy",Fall/Spring,TBD,Marketing
MRKT470,Data-driven Marketing Decision Making,Using data-rich findings for marketing decisions including marketing mix market segmentation new product design and customer value assessment,3,MRKT330 or departmental approval,Undergraduate,High,High,"Data-driven marketing, Marketing decisions, Customer analytics, Market segmentation, Marketing strategy",Fall/Spring,TBD,Marketing
MRKT485,Special Topics in Marketing,Study of new and advanced topics in marketing and business applications not regularly covered in other courses,3,Variable,Undergraduate,High,Medium,"Advanced marketing, Special topics, Current marketing issues, Emerging trends",Fall/Spring,TBD,Marketing
MRKT490,Independent Study in Marketing,Self-paced study on marketing and organizational management aspects with faculty supervision and comprehensive project requirements,3,MRKT330 and faculty approval,Undergraduate,High,Medium,"Independent research, Marketing research, Faculty mentorship, Advanced topics",Fall/Spring,TBD,Marketing
OM375,Business Operations Management and Analytics,Decision modeling and process simulation techniques for operational functions including deterministic and probabilistic models for business operations,3,MGMT216,Undergraduate,High,High,"Operations management, Decision modeling, Process simulation, Business analytics, Operational optimization",Fall/Spring,TBD,Operations Management
OM470,Supply Chain Management and Analytics,Supply chain management and analytics including operations logistics transportation forecasting and inventory management with data-driven performance optimization,3,MGMT316 and OM375,Undergraduate,High,High,"Supply chain management, Logistics, Transportation, Inventory management, Supply chain analytics",Fall/Spring,TBD,Operations Management
